Name,Type,Category,Price,Location,County,No. of Bedrooms,No. of Bathrooms,No. of Ensuite Bedrooms,Date,Floor_area_sqm,Land_Size,Elevator,Parking,Condition,DSQ,Floor_Number,URL
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 13,500,000",Lavington,Nairobi,4,4,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4009105
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 13,000,000","Westlands Area, Westlands",Nairobi,3,2,1,2026-06-12,89,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4009109
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,000,000","Westlands Area, Westlands",Nairobi,2,1,1,2026-06-12,60,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4009108
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,000,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009106
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 13,500,000",Kileleshwa,Nairobi,4,4,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4009112
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,500,000",Kilimani,Nairobi,4,4,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4009104
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 10,000,000",Lavington,Nairobi,3,2,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4009103
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 10,000,000",Kileleshwa,Nairobi,3,2,1,2026-06-12,115,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4009102
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 10,000,000",Lavington,Nairobi,3,2,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4009103
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 10,000,000",Kileleshwa,Nairobi,3,2,1,2026-06-12,115,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4009102
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 10,000,000",Kilimani,Nairobi,3,2,1,2026-06-12,59,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4009101
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 6,000,000",Lavington,Nairobi,2,1,1,2026-06-12,55,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4009100
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 6,000,000",Kileleshwa,Nairobi,2,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4009099
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 6,000,000",Kilimani,Nairobi,2,1,1,2026-06-12,45,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009098
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 3,000,000",Lavington,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4009097
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 3,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4009096
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009095
Serviced 1 Bed Apartment at Kitengela,Residential,Apartment,"KSh 3,000,000",Kitengela,Kajiado,1,1,1,2026-06-12,64,,0,1,New,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kitengela-4009090
Residential Land in Thika,Land,Land,"KSh 7,000,000",Thika,Kiambu,6,,,2026-06-12,500,00220.05 ha,0,1,,0,,https://www.buyrentkenya.com/listings/residential-land-for-sale-thika-4009084
3 Bed Apartment at Kindaruma Road,Residential,Apartment,"KSh 8,000,000",Kilimani,Nairobi,3,1,1,2026-06-12,68,,0,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4009087
5 Bed House at Old Muthaiga,Residential,House,"KSh 250,000,000",Muthaiga,Nairobi,5,4,1,2026-06-12,,0.8 Acres,0,1,,0,,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-muthaiga-4009083
6 Bed House at Kirawa Road,Residential,House,"KSh 90,000,000","Kitisuru, Westlands",Nairobi,6,6,1,2026-06-12,,,0,1,,0,,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-kitisuru-4009079
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 17,900,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4009066
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 17,900,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4009065
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 18,000,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4009055
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 13,000,000",Kileleshwa,Nairobi,4,5,1,2026-06-12,125,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4008751
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 13,000,000",Lavington,Nairobi,4,5,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4008736
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 13,500,000",Lavington,Nairobi,4,4,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4009054
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 13,500,000",Kileleshwa,Nairobi,4,4,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4009053
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,000,000",Kilimani,Nairobi,4,4,1,2026-06-12,,,1,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4009075
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 13,500,000",Kileleshwa,Nairobi,4,4,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4009053
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,000,000",Kilimani,Nairobi,4,4,1,2026-06-12,119,,1,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4009075
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,000,000",Kilimani,Nairobi,4,4,1,2026-06-12,119,,1,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4009074
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 11,000,000","Westlands Area, Westlands",Nairobi,3,3,1,2026-06-12,100,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4009063
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 11,000,000","Westlands Area, Westlands",Nairobi,3,3,1,2026-06-12,114,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4009062
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,500,000",Kilimani,Nairobi,4,4,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4009052
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 13,000,000","Westlands Area, Westlands",Nairobi,3,2,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4009051
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 9,000,000",Lavington,Nairobi,3,3,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4008731
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 9,000,000",Kileleshwa,Nairobi,3,3,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4008745
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 6,000,000",Kileleshwa,Nairobi,2,2,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4008741
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 10,000,000",Lavington,Nairobi,3,2,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4009050
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 3,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4008739
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 6,000,000",Lavington,Nairobi,2,2,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4008727
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 10,000,000",Kileleshwa,Nairobi,3,2,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4009049
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 3,000,000",Lavington,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4008725
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 9,000,000",Kilimani,Nairobi,3,3,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4009073
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 10,500,000",Kilimani,Nairobi,3,3,1,2026-06-12,105,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4009072
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 10,000,000",Kilimani,Nairobi,3,2,1,2026-06-12,116,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4009048
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 6,000,000",Kilimani,Nairobi,2,2,1,2026-06-12,50,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009070
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 7,000,000",Kilimani,Nairobi,2,2,1,2026-06-12,70,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009069
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,000,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-12,65,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4009061
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,500,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-12,65,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4009060
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,000,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-12,65,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4009061
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,500,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-12,65,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4009060
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,000,000","Westlands Area, Westlands",Nairobi,2,1,1,2026-06-12,65,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4009047
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009068
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 4,000,000",Kilimani,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009067
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,000,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009059
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,500,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009058
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 6,000,000",Lavington,Nairobi,2,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4009046
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 6,000,000",Kileleshwa,Nairobi,2,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4009045
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 6,000,000",Kilimani,Nairobi,2,1,1,2026-06-12,65,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009043
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,000,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009042
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 3,000,000",Lavington,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4009039
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 3,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4009035
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009033
10 ac Land in Athi River,Land,Land,"KSh 6,000,000",Athi River,Machakos,220,,,2026-05-11,,10 Acres,0,1,Existing,0,,https://www.buyrentkenya.com/listings/10-ac-land-for-sale-athi-river-area-3963558
2 Bed Apartment in Rhapta Road,Residential,Apartment,"KSh 400,000,000","Rhapta Road, Westlands",Nairobi,2,2,,2026-05-20,,0.5 Acre,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-rhapta-road-3995193
Furnished Commercial Property in South B,Residential,,"KSh 115,000,000",South B,Nairobi,220,,56,2026-06-08,,0.1148 Acres,1,1,,0,16,https://www.buyrentkenya.com/listings/furnished-commercial-property-for-sale-south-b-4005710
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 13,000,000","Westlands Area, Westlands",Nairobi,3,2,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4009008
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 18,000,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4009009
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,000,000","Westlands Area, Westlands",Nairobi,2,1,1,2026-06-12,60,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4009007
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,000,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009005
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 13,500,000",Kileleshwa,Nairobi,4,4,1,2026-06-12,125,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4009003
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 13,500,000",Lavington,Nairobi,4,4,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4009004
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,500,000",Kilimani,Nairobi,4,4,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4009002
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 10,000,000",Lavington,Nairobi,3,2,1,2026-06-12,91,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4009001
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 10,000,000",Kilimani,Nairobi,3,2,1,2026-06-12,91,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4008999
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 10,000,000",Kileleshwa,Nairobi,3,2,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4009000
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 6,000,000",Lavington,Nairobi,2,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4008998
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 6,000,000",Kileleshwa,Nairobi,2,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4008997
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 6,000,000",Kilimani,Nairobi,2,1,1,2026-06-12,45,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4008996
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 3,000,000",Lavington,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4008994
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 3,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4008993
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4008992
4 Bed House at Kenyatta Road,Residential,House,"KSh 17,000,000",Kenyatta Road,Kiambu,4,4,1,2026-06-12,297,"0,05 ha",0,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kenyatta-road-4009038
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 4,000,000",Lavington,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4008755
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 6,000,000",Lavington,Nairobi,2,2,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4008728
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 9,000,000",Lavington,Nairobi,3,3,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4008928
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 13,000,000",Lavington,Nairobi,4,5,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4008930
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 13,000,000",Kileleshwa,Nairobi,4,5,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4008944
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 9,000,000",Kileleshwa,Nairobi,3,3,1,2026-06-12,114,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4008941
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 6,000,000",Kileleshwa,Nairobi,2,2,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4008938
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 3,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4008936
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,000,000",Kilimani,Nairobi,4,4,1,2026-06-12,,,1,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4009041
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,000,000",Kilimani,Nairobi,4,4,1,2026-06-12,,,1,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4009040
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 9,000,000",Kilimani,Nairobi,3,3,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4009036
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 10,500,000",Kilimani,Nairobi,3,3,1,2026-06-12,102,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4009034
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 6,000,000",Kilimani,Nairobi,2,2,1,2026-06-12,53,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009032
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 7,000,000",Kilimani,Nairobi,2,2,1,2026-06-12,62,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009031
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009030
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 4,000,000",Kilimani,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009029
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 17,900,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4009028
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 17,900,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4009027
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 11,000,000","Westlands Area, Westlands",Nairobi,3,3,1,2026-06-12,119,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4009026
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 11,000,000","Westlands Area, Westlands",Nairobi,3,3,1,2026-06-12,89,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4009025
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 18,000,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4009018
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 13,500,000",Lavington,Nairobi,4,4,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4009017
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 13,500,000",Kileleshwa,Nairobi,4,4,1,2026-06-12,125,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4009016
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,500,000",Kilimani,Nairobi,4,4,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4009015
3 Bed Apartment at Mombasa Road,Residential,Apartment,"KSh 12,000,000",Mombasa Road,Mombasa,3,3,1,2026-06-12,200,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-mombasa-road-4009020
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 13,000,000","Westlands Area, Westlands",Nairobi,3,2,1,2026-06-12,88,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4009014
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 10,000,000",Lavington,Nairobi,3,2,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4009013
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 10,000,000",Kileleshwa,Nairobi,3,2,1,2026-06-12,110,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4009012
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 10,000,000",Kilimani,Nairobi,3,2,1,2026-06-12,59,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4009010
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,000,000","Westlands Area, Westlands",Nairobi,2,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4009006
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 6,000,000",Lavington,Nairobi,2,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4008995
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 6,000,000",Kileleshwa,Nairobi,2,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4008990
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 6,000,000",Kilimani,Nairobi,2,1,1,2026-06-12,53,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4008989
