Name,Type,Category,Price,Location,County,No. of Bedrooms,No. of Bathrooms,No. of Ensuite Bedrooms,Date,Floor_area_sqm,Land_Size,Elevator,Parking,Condition,DSQ,Floor_Number,URL
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 6,500,000","Westlands Area, Westlands",Nairobi,1,2,1,2026-06-11,55,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4008004
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 8,100,000","Westlands Area, Westlands",Nairobi,2,3,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4008146
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 9,700,000",Lavington,Nairobi,2,3,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4008189
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 11,000,000",Lavington,Nairobi,3,4,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4008190
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 5,600,000",Lavington,Nairobi,1,2,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4008195
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 10,000,000",Lavington,Nairobi,2,3,1,2026-06-11,91,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4008194
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 7,600,000",Lavington,Nairobi,2,3,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4008192
0.05 ha Residential Land in Juja,Land,,"KSh 2,700,000",Juja,Kiambu,,,,2026-06-12,500,0.05 ha,0,1,,0,,https://www.buyrentkenya.com/listings/005-ha-residential-land-for-sale-juja-4008198
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 7,000,000",Lavington,Nairobi,2,2,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4008200
Serviced 3 Bed Apartment at Mbuni Road,Residential,Apartment,"KSh 32,500,000","Nyali Area, Nyali",Nairobi,3,4,1,2026-06-11,3.5,,1,1,New,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-nyali-area-4008199
2 Bed Apartment at Mbaazi Road,Residential,Apartment,"KSh 10,800,000",Lavington,Nairobi,2,2,1,2026-06-11,87,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4008164
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 13,000,000",Kileleshwa,Nairobi,4,5,1,2026-06-11,125,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4008196
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 20,000,000",Kileleshwa,Nairobi,4,5,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4008197
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 10,500,000",Kileleshwa,Nairobi,3,3,1,2026-06-11,114,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4008188
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 9,000,000",Kileleshwa,Nairobi,3,3,1,2026-06-11,89,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4008187
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 7,000,000",Kileleshwa,Nairobi,2,2,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4008185
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 6,000,000",Kileleshwa,Nairobi,2,2,1,2026-06-11,63,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4008184
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,000,000",Kilimani,Nairobi,4,4,1,2026-06-11,,,1,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4008186
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,000,000",Kilimani,Nairobi,4,4,1,2026-06-11,,,1,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4008183
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,000,000",Kilimani,Nairobi,4,4,1,2026-06-11,118,,1,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4008183
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 9,000,000",Kilimani,Nairobi,3,3,1,2026-06-11,75,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4008182
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 10,500,000",Kilimani,Nairobi,3,3,1,2026-06-11,102,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4008180
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 6,000,000",Kilimani,Nairobi,2,2,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4008177
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 7,000,000",Kilimani,Nairobi,2,2,1,2026-06-11,70,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4008175
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4008172
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 4,000,000",Kilimani,Nairobi,1,1,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4008171
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 4,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4008179
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 3,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4008178
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 20,000,000",Lavington,Nairobi,4,5,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4008174
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 13,000,000",Lavington,Nairobi,4,5,1,2026-06-11,110,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4008173
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 17,900,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-11,178,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4008168
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 17,900,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4008165
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 11,000,000","Westlands Area, Westlands",Nairobi,3,3,1,2026-06-11,107,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4008161
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 11,000,000","Westlands Area, Westlands",Nairobi,3,3,1,2026-06-11,89,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4008160
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,000,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-11,74,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4008159
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,500,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4008156
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,000,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4008154
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,500,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4008149
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 18,000,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4008145
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 10,500,000",Lavington,Nairobi,3,3,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4008167
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,500,000",Kilimani,Nairobi,4,4,1,2026-06-11,119,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4008140
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,500,000",Kilimani,Nairobi,4,4,1,2026-06-11,119,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4008140
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 9,000,000",Lavington,Nairobi,3,3,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4008169
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 7,000,000",Lavington,Nairobi,2,2,1,2026-06-11,66,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4008163
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 10,000,000",Kilimani,Nairobi,3,2,1,2026-06-11,117,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4008131
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 7,000,000",Lavington,Nairobi,2,2,1,2026-06-11,60,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4008162
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 4,000,000",Lavington,Nairobi,1,1,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4008157
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 3,000,000",Lavington,Nairobi,1,1,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4008158
1 Bed Apartment at Mbaazi Road,Residential,Apartment,"KSh 7,600,000",Lavington,Nairobi,1,1,1,2026-06-11,60,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4008151
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 6,000,000",Kilimani,Nairobi,2,1,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4008122
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 3,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4008109
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4008107
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 20,000,000",Kileleshwa,Nairobi,4,5,1,2026-06-11,158,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4008142
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 13,000,000",Kileleshwa,Nairobi,4,5,1,2026-06-11,125,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4008141
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 18,000,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4008081
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,000,000",Kilimani,Nairobi,4,4,1,2026-06-11,118,,1,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4008139
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,000,000",Kilimani,Nairobi,4,4,1,2026-06-11,,,1,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4008138
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 10,500,000",Kileleshwa,Nairobi,3,3,1,2026-06-11,114,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4008130
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 9,000,000",Kileleshwa,Nairobi,3,3,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4008129
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 9,000,000",Kilimani,Nairobi,3,3,1,2026-06-11,85,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4008134
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 10,500,000",Kilimani,Nairobi,3,3,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4008132
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 17,900,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4008120
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 17,900,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4008112
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 9,000,000",Kileleshwa,Nairobi,3,3,1,2026-06-11,89,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4008129
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 9,000,000",Kilimani,Nairobi,3,3,1,2026-06-11,85,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4008134
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 10,500,000",Kilimani,Nairobi,3,3,1,2026-06-11,105,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4008132
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 17,900,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4008120
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 17,900,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4008112
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 11,000,000","Westlands Area, Westlands",Nairobi,3,3,1,2026-06-11,100,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4008110
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 11,000,000","Westlands Area, Westlands",Nairobi,3,3,1,2026-06-11,86,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4008108
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 7,000,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-11,74,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4008106
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,500,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4008104
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,000,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4008103
3 Bed Apartment at Muthangari Drive,Residential,Apartment,"KSh 25,000,000","Westlands Area, Westlands",Nairobi,3,3,1,2026-06-11,160,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4008126
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,500,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4008102
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 4,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4008115
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 3,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4008113
3 Bed Apartment at Upper Hill,Residential,Apartment,"KSh 17,000,000",Kilimani,Nairobi,3,3,1,2026-06-11,176,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4008105
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 7,000,000",Kileleshwa,Nairobi,2,2,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4008101
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 6,000,000",Kileleshwa,Nairobi,2,2,1,2026-06-11,60,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4008100
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 10,000,000",Lavington,Nairobi,3,2,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4008048
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 10,000,000",Kileleshwa,Nairobi,3,2,1,2026-06-11,90,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4008045
3 Bed Apartment at Muthangari Drive,Residential,Apartment,"KSh 24,000,000","Westlands Area, Westlands",Nairobi,3,3,1,2026-06-11,155,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4008096
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 13,500,000",Lavington,Nairobi,4,4,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4008063
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 13,500,000",Kileleshwa,Nairobi,4,4,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4008061
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 13,500,000",Kileleshwa,Nairobi,4,4,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4008061
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 4,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4008097
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 3,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4008098
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,500,000",Kilimani,Nairobi,4,4,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4008056
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 13,000,000","Westlands Area, Westlands",Nairobi,3,2,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4008050
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 6,000,000",Kilimani,Nairobi,2,2,1,2026-06-11,55,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4008093
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 10,000,000",Kilimani,Nairobi,3,2,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4008038
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 7,000,000",Lavington,Nairobi,2,2,1,2026-06-11,60,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4008095
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,000,000","Westlands Area, Westlands",Nairobi,2,1,1,2026-06-11,65,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4008035
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 6,000,000",Lavington,Nairobi,2,1,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4008031
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 4,000,000",Lavington,Nairobi,1,1,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4008086
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 3,000,000",Lavington,Nairobi,1,1,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4008085
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 6,000,000",Kileleshwa,Nairobi,2,1,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4008030
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 6,000,000",Kilimani,Nairobi,2,1,1,2026-06-11,45,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4008028
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-06-11,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4008084
